Track_uri,Album_name,Track_name,Track_genres,Artist_name,Track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
spotify:track:6zyozkRLgDlqZIUJzCwkgP,"Dil Na Jaaneya (From ""Good Newwz"")",Dil Na Jaaneya,"dance pop,electropop,pop",Lauv,63,0.791,0.348,10,-9.457,0.0434,0.594,1.45e-06,0.097,0.49,131.972,231136
spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")","desi pop,filmi,modern bollywood",Arijit Singh,87,0.577,0.574,0,-6.525,0.0278,0.572,0.0,0.1,0.436,94.009,268165
spotify:track:7I6mwEFQwpTu5ciVZWFpd4,"Aashiqui Aa Gayi (From ""Radhe Shyam"")","Aashiqui Aa Gayi(From ""Radhe Shyam"")","desi pop,filmi,modern bollywood",Arijit Singh,66,0.527,0.495,10,-7.783,0.0353,0.587,0.0,0.127,0.474,122.826,260133
spotify:track:678JJ0TF3KFkzw6bIFKcew,YRF Top 10 - Midnight Hour,"Haareya (From ""Meri Pyaari Bindu "")","desi pop,filmi,modern bollywood",Arijit Singh,53,0.675,0.392,4,-10.11,0.037,0.773,0.0,0.109,0.533,123.923,214736
spotify:track:6XZWokIxs4leaSmXmU8b26,"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")","Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")","desi pop,filmi,modern bollywood",Arijit Singh,73,0.572,0.736,11,-7.768,0.0658,0.643,0.0,0.128,0.778,85.035,238252
spotify:track:7sVEoPc5ZUUQerRkgTypUZ,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")","filmi,tollywood",Devi Sri Prasad,72,0.787,0.603,9,-4.781,0.034,0.435,0.0,0.101,0.743,106.984,224072
spotify:track:0DXfJ2iKRDEG7rPgssWFea,"Rangisari (From ""Jugjugg Jeeyo"")","Rangisari (From ""Jugjugg Jeeyo"")","desi pop,filmi,hindi indie,modern bollywood,sufi",Kavita Seth,74,0.524,0.758,10,-9.28,0.0538,0.27,0.13,0.106,0.319,140.012,223271
spotify:track:5urYiIXu1ZhfMAOsp7WDTc,"Dil Ko Karaar Aaya (From ""Sukoon"")","Dil Ko Karaar Aaya (From ""Sukoon"")","desi pop,filmi,modern bollywood",Neha Kakkar,75,0.55,0.448,11,-9.117,0.0366,0.777,0.000459,0.111,0.388,147.986,231487
spotify:track:3gOXq3FPPesm7VLPKmef6j,Atrangi Re,Rait Zara Si,"desi pop,filmi,modern bollywood",Arijit Singh,67,0.563,0.495,2,-10.272,0.0362,0.781,0.0,0.0837,0.244,125.998,291462
spotify:track:0tgwvpBXcw7GURJRqBnc4g,Best Of Arijit Singh - Revisited,"Girl I Need You (From ""Baaghi"")","desi pop,filmi,modern bollywood",Arijit Singh,61,0.647,0.537,0,-7.486,0.0258,0.368,0.0,0.213,0.185,131.927,297752
spotify:track:5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,Make You Mine,indie rockism,PUBLIC,77,0.606,0.799,9,-4.452,0.0261,0.0128,0.0,0.15,0.638,103.014,232907
spotify:track:0cWLJcdvM6QlOQ7UJdB4jb,"Nazar Na Lag Jaaye (From ""Stree"")","Nazar Na Lag Jaaye (From ""Stree"")","desi pop,filmi,gujarati pop,modern bollywood",Sachin-Jigar,60,0.527,0.622,7,-8.172,0.0842,0.7,2.82e-06,0.126,0.672,173.709,206175
spotify:track:5Q58RkKyUafm15Syxg79DW,Aisha (Original Motion Picture Soundtrack),Sham,"desi pop,filmi,modern bollywood",Amit Trivedi,60,0.722,0.288,4,-10.767,0.0444,0.827,1.06e-05,0.12,0.502,119.899,284627
spotify:track:0oukMLKedsqQ3ltnI2daRO,Haaye Oye (feat. Ash King),Haaye Oye (feat. Ash King),"desi pop,filmi,modern bollywood",Ash King,65,0.633,0.727,11,-4.104,0.0383,0.173,0.0,0.153,0.543,123.959,200029
spotify:track:7kiZ6Zf66oX6yMovt3gC1a,Kill Dil,Sajde,"desi pop,filmi,modern bollywood",Arijit Singh,55,0.499,0.48,1,-6.45,0.0415,0.619,0.0,0.319,0.577,99.886,325460
spotify:track:5WzfGg2ueNoOS5aIkaR9qX,Badhaai Do (Original Motion Picture Soundtrack),Atak Gaya - Arijit Singh,"desi pop,filmi,modern bollywood",Arijit Singh,72,0.4,0.366,6,-8.598,0.0342,0.87,0.00163,0.102,0.508,80.568,199407
spotify:track:2VR1z4g6haFyMoghNj46KB,Jhoom,Jhoom,"classic pakistani pop,desi pop,filmi,modern bollywood,pakistani pop,sufi",Ali Zafar,63,0.734,0.529,0,-10.198,0.0346,0.392,0.0,0.11,0.58,128.022,389213
spotify:track:3XMw6S7gHyRM5h6A0rhW03,I Like Me X Waalian X Kabhi Kabhi,I Like Me X Waalian X Kabhi Kabhi,"desi pop,indian lo-fi,modern bollywood",Sanjay S Yadav,61,0.657,0.753,11,-6.149,0.124,0.256,0.0,0.0995,0.559,90.003,170841
spotify:track:6riCsiX9csuomBYnenrtGd,Nautanki Saala !,Saadi Galli Aaja,"desi pop,filmi,modern bollywood",Ayushmann Khurrana,50,0.739,0.836,2,-5.155,0.0325,0.195,3.64e-06,0.197,0.677,109.011,253417
spotify:track:1We89SAonMk70QBbfXERxa,Bareilly Ki Barfi,Nazm Nazm,"desi pop,filmi,modern bollywood",Arko,67,0.62,0.627,7,-6.187,0.0307,0.497,0.0,0.133,0.557,82.008,226941
spotify:track:7lNbI1xd39QRdf6Mj8tvTv,Teri Jhalak Asharfi Javed Ali Hits,"Saudebazi (Encore) [From ""Aakrosh""]","desi pop,filmi,modern bollywood,sufi",Javed Ali,51,0.69,0.73,5,-6.588,0.0307,0.122,0.0,0.346,0.776,113.969,354863
spotify:track:1rinwuHEJlACLuDxihAlCu,Gold,Naino Ne Baandhi,"desi pop,filmi,modern bollywood",Yasser Desai,61,0.294,0.705,10,-7.302,0.0488,0.548,0.0,0.113,0.548,81.463,241894
spotify:track:7tp4iYvcZksGp1u7feUrrO,Mitti Di Khushboo,Mitti Di Khushboo,"desi pop,filmi,modern bollywood",Ayushmann Khurrana,63,0.64,0.754,6,-4.873,0.0392,0.395,0.0,0.209,0.355,94.989,247223
spotify:track:28sq2vxwsWbDUMByREqpO7,Dream Girl,Ik Mulaqaat Unplugged,"desi pop,filmi,modern bollywood",Ayushmann Khurrana,49,0.481,0.366,11,-6.737,0.0281,0.561,0.0,0.157,0.589,94.137,213661
spotify:track:30UWFQsrAfkzcsRWaiNLtU,Yahin Hoon Main,Yahin Hoon Main,"desi pop,filmi,modern bollywood",Ayushmann Khurrana,54,0.633,0.558,3,-6.572,0.0275,0.0839,1.1e-06,0.0982,0.501,110.012,238121
spotify:track:5XxzNB2CnNrySvyVLwyobq,Badhaai Ho,Morni Banke,"desi pop,filmi,modern bollywood",Neha Kakkar,52,0.816,0.922,11,-2.963,0.149,0.178,0.0,0.373,0.887,95.006,198026
spotify:track:0Ms1V2flsPzr2bVqImelCB,Satyameva Jayate,Dilbar,"desi pop,filmi,modern bollywood",Neha Kakkar,56,0.725,0.912,9,-3.665,0.0851,0.155,7.68e-05,0.107,0.674,104.054,184433
spotify:track:352wEkChkiClswqwDoM0nj,"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")","desi pop,filmi,modern bollywood",Neha Kakkar,60,0.722,0.867,0,-3.652,0.0904,0.121,0.0052,0.123,0.893,102.009,179225
spotify:track:4t1DkxexoMbIHfSHS4Uiyr,Kesari,Ve Maahi,"desi pop,filmi,modern bollywood",Arijit Singh,65,0.65,0.551,0,-6.906,0.0274,0.405,0.0,0.219,0.294,102.934,223999
spotify:track:7lGhrfren1Zpwh0ds0zuUg,"Pal Pal Dil Ke Paas- Title Track (From ""Pal Pal Dil Ke Paas"")",Pal Pal Dil Ke Paas- Title Track,"desi pop,filmi,modern bollywood",Arijit Singh,69,0.56,0.512,1,-7.185,0.0333,0.592,0.0,0.056,0.39,123.991,254516
spotify:track:7ofWUKeNCUw1P64ArIwG9b,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Dheeme Dheeme (From ""Pati Patni Aur Woh"")","desi pop,filmi,modern bollywood",Neha Kakkar,60,0.8,0.972,10,-2.053,0.0405,0.15,0.00337,0.351,0.694,110.054,177383
spotify:track:5I2wbDvSI98HLVB42YO9sU,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")","desi hip hop,desi pop,modern bollywood",Guru Randhawa,60,0.786,0.797,6,-4.063,0.0414,0.233,0.0,0.0861,0.453,95.014,215368
spotify:track:28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")","desi pop,modern bollywood",Tanishk Bagchi,62,0.804,0.913,0,-3.135,0.0933,0.0248,2.84e-05,0.391,0.544,119.993,176125
spotify:track:0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")","Ghungroo (From ""War"")","desi pop,filmi,modern bollywood",Arijit Singh,69,0.695,0.727,6,-6.274,0.0323,0.0744,0.000175,0.533,0.864,118.034,302935
spotify:track:0z9lOAVgQT5bysEKZ6Wwbk,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)","Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)","desi hip hop,desi pop,filmi,modern bollywood",Vishal Dadlani,57,0.807,0.914,7,-5.092,0.069,0.0411,0.00105,0.292,0.463,114.039,201655
spotify:track:10Hks1iBOnKIIhouOI4rrk,Loca,Loca,"desi pop,filmi,hindi hip hop,modern bollywood",Yo Yo Honey Singh,50,0.937,0.851,0,-3.81,0.0642,0.0251,0.0,0.0704,0.655,111.973,210489
spotify:track:6q9XTgfWilsnyiFofvYrIF,"Garmi (From ""Street Dancer 3D"")","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","desi pop,filmi,modern bollywood",Neha Kakkar,66,0.788,0.87,9,-5.217,0.177,0.123,1.43e-05,0.0692,0.884,109.974,182739
spotify:track:25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Malang (Title Track) [From ""Malang - Unleash The Madness""]",desi pop,Ved Sharma,64,0.384,0.728,7,-6.503,0.0623,0.329,1.85e-05,0.329,0.311,156.396,287374
spotify:track:6cYFaHhkdI5LWZ6kBIdKgB,Kuch Bhi Ho Jaye,Kuch Bhi Ho Jaye,"desi pop,punjabi pop",B Praak,0,0.538,0.586,6,-2.855,0.0346,0.465,0.0,0.0752,0.286,79.949,274548
spotify:track:0gzu5mm36VJH2Zqu8sQPTf,Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),"desi hip hop,desi pop,desi trap,haryanvi pop,modern bollywood",Badshah,60,0.955,0.538,1,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,170769
spotify:track:3ZVKI8jix6PjEFx2xFBFhz,"BurjKhalifa (From ""Laxmii"")","BurjKhalifa (From ""Laxmii"")","desi pop,modern bollywood",Nikhita Gandhi,63,0.759,0.899,10,-3.566,0.186,0.0334,0.0,0.104,0.589,106.968,187570
spotify:track:1orM67pmkNc4alrZkWjYkV,Naach Meri Rani,Naach Meri Rani,"desi hip hop,desi pop,modern bollywood",Guru Randhawa,62,0.676,0.488,1,-5.091,0.154,0.0613,0.0,0.0707,0.151,97.036,212693
spotify:track:018eOid2aGaPdxon7T6GsC,"Shayad (From ""Love Aaj Kal"")","Shayad (From ""Love Aaj Kal"")","desi pop,filmi,modern bollywood",Arijit Singh,67,0.487,0.456,8,-7.144,0.0319,0.789,1.79e-06,0.141,0.348,136.088,247941
spotify:track:34ppgPuSUgKIqUIBT26ulf,Saari Ki Saari 2.0,Saari Ki Saari 2.0,"desi pop,gujarati pop,modern bollywood",Darshan Raval,54,0.309,0.354,4,-8.894,0.0256,0.83,3.15e-05,0.0684,0.2,83.958,248222
spotify:track:3qrdLVOClRU4yPkcXZ7c5u,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","desi pop,filmi,modern bollywood",Ayushmann Khurrana,69,0.701,0.638,6,-3.711,0.302,0.492,0.0,0.153,0.813,177.867,132158
spotify:track:2ZvWoJ82LKCgD0nU9H5ue5,Dil Bechara (Original Motion Picture Soundtrack),Main Tumhara,"desi pop,filmi,modern bollywood",A.R. Rahman,59,0.236,0.14,7,-13.478,0.0343,0.916,0.000148,0.087,0.123,76.805,258726
spotify:track:58ynJq9eLLDChA3GNFJcDL,"Channa Ve (From ""Bhoot - Part One: The Haunted Ship"")",Channa Ve,"desi pop,modern bollywood",Akhil Sachdeva,68,0.676,0.696,9,-6.68,0.0452,0.666,0.0,0.0931,0.606,94.945,211579
spotify:track:1XFZMenJ30FfGOsj8X5sqf,Dil Bechara (Original Motion Picture Soundtrack),Khulke Jeene Ka,"desi pop,filmi,modern bollywood",Arijit Singh,56,0.676,0.544,7,-10.893,0.0568,0.566,0.0,0.341,0.533,88.969,246742
spotify:track:3Nb0sHsDac1jX6nO8tA4Nf,Commando 3 (Original Motion Picture Soundtrack),Akhiyaan Milavanga,"desi pop,filmi,modern bollywood",Arijit Singh,56,0.326,0.6,3,-5.882,0.106,0.738,3.98e-06,0.0677,0.475,193.126,302319
spotify:track:02J3mNwGfcOS7jjAUfzMgV,Love Aaj Kal (Original Motion Picture Soundtrack),Aur Tanha,"desi pop,filmi,modern bollywood",KK,46,0.434,0.56,9,-7.656,0.0328,0.79,0.00434,0.0858,0.201,169.896,295765
spotify:track:0a6zRnrjmaOcqsEIFkXIhw,Khaab,Khaab,"desi hip hop,desi pop,punjabi pop",Akhil,70,0.662,0.661,0,-5.689,0.0514,0.417,0.0,0.0784,0.222,80.009,201689
spotify:track:7CY0CmCpSglfUKCBOOiRfw,Street Dancer 3D,Illegal Weapon 2.0,"desi pop,punjabi pop",Garry Sandhu,53,0.805,0.919,1,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,188606
spotify:track:1kyuz7HsgtrWBfM2mMHwPe,"The Bhoot Song (From ""Housefull 4"")","The Bhoot Song (From ""Housefull 4"")","desi hip hop,desi pop,filmi,modern bollywood",Mika Singh,33,0.567,0.839,10,-5.325,0.131,0.0919,0.0272,0.189,0.785,104.974,238798
spotify:track:7IAJzec1UxGYmNvbPTHbxx,"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")","desi hip hop,desi pop,filmi,modern bollywood",Vishal Dadlani,50,0.844,0.772,7,-4.621,0.194,0.284,2.38e-06,0.368,0.336,100.008,147395
spotify:track:5K342fmwaup3QbybXhuZZH,World Music Day 2020 - Top 20,"Tamma Tamma Again (From ""Badrinath Ki Dulhania"")","desi hip hop,desi pop,desi trap,haryanvi pop,modern bollywood",Badshah,24,0.725,0.848,2,-4.724,0.0524,0.0787,9.16e-05,0.104,0.781,123.021,199265
spotify:track:65bMbbRjIlGyJBgQRi6Qvv,Dhoom:3,Malang,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,55,0.514,0.873,4,-7.76,0.139,0.172,0.0,0.482,0.583,173.03,273737
spotify:track:1YTU6H9mLYZZMP78x5V7KC,Happy New Year,Lovely,"desi hip hop,desi pop,filmi,modern bollywood",Kanika Kapoor,53,0.51,0.919,8,-2.926,0.149,0.0831,2.61e-06,0.0422,0.673,111.989,220714
spotify:track:1OBOW5jFnqpieVQFsxu2P9,Dhoom:3,Dhoom Machale Dhoom,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,50,0.7,0.899,1,-8.262,0.117,0.096,1.38e-05,0.327,0.674,109.994,235625
spotify:track:0wEgK7RKkB1R6sR5Nrwh5g,Dabangg 2,Fevicol Se,"desi pop,filmi,modern bollywood",Mamta Sharma,55,0.752,0.822,5,-8.471,0.102,0.131,0.0,0.27,0.917,119.966,289866
